year,quarter,mae,mse,r2
1997,3,0.026199836283922195,0.0006971574621275067,-21.506149291992188
1997,4,0.017625605687499046,0.00034904712811112404,-4.129527568817139
1998,1,0.013914636336266994,0.0002622219326440245,0.1953967809677124
1998,2,0.03367966413497925,0.0012427550973370671,-11.89747142791748
1998,3,0.028471458703279495,0.0012593545252457261,-5.150478363037109
1998,4,0.0650252029299736,0.005021160934120417,-60.38991928100586
1999,1,0.01274538692086935,0.0002961534191854298,-1.210519552230835
1999,2,0.05176793411374092,0.0030848931055516005,-22.796585083007812
1999,3,0.02460898831486702,0.000803902221377939,-2.26678204536438
1999,4,0.034821536391973495,0.001435237005352974,-2.268381357192993
2000,1,0.013798460364341736,0.0002811994054354727,0.5679048895835876
2000,2,0.054343413561582565,0.0033050754573196173,-17.479398727416992
2000,3,0.1952892392873764,0.04190324619412422,-20.959510803222656
2000,4,0.019803648814558983,0.0004573295882437378,-1.031099796295166
2001,1,0.022656088694930077,0.000669248984195292,-0.8149758577346802
2001,2,0.022058958187699318,0.0011443415423855186,-6.153345108032227
2001,3,0.13976989686489105,0.03032137267291546,-160.1292724609375
2001,4,0.06766492128372192,0.00539463572204113,-108.02809143066406
2002,1,0.03175107389688492,0.001534756156615913,-1.2485783100128174
2002,2,0.014786997810006142,0.00026826365501619875,0.46436208486557007
2002,3,0.031149184331297874,0.0013247431488707662,-1.4139728546142578
2002,4,0.0074539692141115665,0.00012219233030918986,-1.1492490768432617
2003,1,0.03706328198313713,0.001982800429686904,-1.7900829315185547
2003,2,0.016321057453751564,0.0003726457362063229,0.22072690725326538
2003,3,0.03397424891591072,0.0013264737790450454,-3.6553354263305664
2003,4,0.027655495330691338,0.0012029357021674514,-9.446831703186035
2004,1,0.004711910616606474,2.7843065254273824e-05,0.9060145020484924
2004,2,0.03801129385828972,0.0015659675700590014,-16.933740615844727
2004,3,0.02152550406754017,0.0004783635085914284,-1.0957658290863037
2004,4,0.01600816659629345,0.0003723417466972023,-0.29416537284851074
2005,1,0.017445409670472145,0.0005885004065930843,-1.285071849822998
2005,2,0.011551600880920887,0.00018457055557519197,0.22140949964523315
2005,3,0.05459407716989517,0.0032530822791159153,-7.905617713928223
2005,4,0.011881942860782146,0.00016994794714264572,-1.6988575458526611
2006,1,0.016687199473381042,0.0003831149952020496,-4.152596473693848
2006,2,0.009599040262401104,0.0001154271449195221,-0.0412212610244751
2006,3,0.026912584900856018,0.0007829412934370339,-5.231776714324951
2006,4,0.004635476972907782,2.869300624297466e-05,0.09663474559783936
2007,1,0.00444144569337368,2.1861278582946397e-05,0.7165942192077637
2007,2,0.01544987317174673,0.0002506729506421834,-8.166751861572266
2007,3,0.02741636149585247,0.0008511549676768482,-9.006464004516602
2007,4,0.017517900094389915,0.00040132922003977,-2.901618242263794
2008,1,0.0316457636654377,0.0013891588896512985,-4.1782426834106445
2008,2,0.07293365150690079,0.008585236966609955,-1.5961153507232666
2008,3,0.07169512659311295,0.00607956200838089,-21.478017807006836
2008,4,0.013923806138336658,0.00029420951614156365,0.5365282893180847
2009,1,0.05957844480872154,0.004835996311157942,-2.9437317848205566
2009,2,0.03175030276179314,0.0017273046541959047,-2.8871145248413086
2009,3,0.0294101070612669,0.0026238441932946444,-2.5689563751220703
2009,4,0.04923652485013008,0.0026763295754790306,-55.23271560668945
2010,1,0.07305368036031723,0.00679007126018405,-52.3907356262207
2010,2,0.024243328720331192,0.0015536454739049077,-0.474601149559021
2010,3,0.01444918941706419,0.0003177611797582358,0.41969799995422363
2010,4,0.014489284716546535,0.00023250193044077605,-26.474468231201172
2011,1,0.033391401171684265,0.0012159320758655667,-79.08255767822266
2011,2,0.03139133006334305,0.0010752786183729768,-4.798888206481934
2011,3,0.01849808357656002,0.00043784987065009773,-0.17077934741973877
2011,4,0.014404152520000935,0.0004186190781183541,-7.988800048828125
2012,1,0.004855444189161062,4.201476986054331e-05,-0.004021883010864258
2012,2,0.02374538592994213,0.0006134823197498918,-0.7257517576217651
2012,3,0.01620553433895111,0.00032849176204763353,-16.80555534362793
2012,4,0.011882863007485867,0.00016422013868577778,-1.4574332237243652
2013,1,0.02283044159412384,0.0008017551153898239,-7.040655136108398
2013,2,0.03758668899536133,0.002237454755231738,-3.5802998542785645
2013,3,0.032498933374881744,0.0012258210917934775,-27.625089645385742
2013,4,0.006902663502842188,7.224775617942214e-05,0.005536437034606934
2014,1,0.019846344366669655,0.0005019315285608172,-9.691566467285156
2014,2,0.024344438686966896,0.0006233361200429499,-12.697600364685059
2014,3,0.006102683488279581,5.394351319409907e-05,-0.5621248483657837
2014,4,0.026568060740828514,0.0007948102429509163,-16.377283096313477
2015,1,0.01752006821334362,0.00035975498030893505,-0.6037536859512329
2015,2,0.03901240974664688,0.0017708759987726808,-7.094659805297852
2015,3,0.05549730733036995,0.0035125911235809326,-7.676761627197266
2015,4,0.015375112183392048,0.0003316888469271362,-1.8668861389160156
2016,1,0.026188550516963005,0.0007137572974897921,-1.396928310394287
2016,2,0.02859586477279663,0.0012707461137324572,-0.7963893413543701
2016,3,0.02934015728533268,0.0008742019417695701,-37.899200439453125
2016,4,0.01250238623470068,0.00016627188597340137,-2.958173990249634
2017,1,0.016604913398623466,0.00034321367274969816,-17.584869384765625
2017,2,0.006469752173870802,6.46428597974591e-05,0.40062040090560913
2017,3,0.031824491918087006,0.0014583636075258255,-242.53802490234375
2017,4,0.008874492719769478,8.809113933239132e-05,-18.725858688354492
